"Date","Time","Transaction ID","Receipt No.","Total","Total Cost","Payment Type","Category","Item","Option","Modifier","Quantity","Price per Unit","Discounted Price","Inclusive VAT","Cost","Refunded","Refund Reason","Item Note","% Item Discount","Item Discount Amount","% Total Discount","Total Discount Amount","VAT Exemption","Service %","Service Amount","Cashier","Note","Customer","Customer Phone","Customer Delivery Address","Park Tag","Type"
"1 Feb 2024","6:30pm","1706783406","1560","100.1","102.45","Cash","BW PASTRIES","BANANA SLICE","","","1","17","11.9","0","11.05","","","1 day","30","5.1","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:30pm","1706783406","1560","","","Cash","BW PASTRIES","BUTTER MACAROONS","","","1","30","21","0","19.5","","","1 day","30","9","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:30pm","1706783406","1560","","","Cash","BW PASTRIES","CHOCO MARBLE MAMON","","","1","29","20.3","0","18.2","","","1 day","30","8.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:30pm","1706783406","1560","","","Cash","BW PASTRIES","YEMA CAKE","","","2","19","26.6","0","12.35","","","1 day","30","11.4","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:30pm","1706783406","1560","","","Cash","BW BREADS","WHEAT TUNA BUN","","","1","29","20.3","0","29","","","1 day","30","8.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:26pm","1706783164","1559","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo 2 sets","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:21pm","1706782875","1558","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:17pm","1706782678","1557","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo 2 sets","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:12pm","1706782343","1556","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:57pm","1706781429","1555","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:54pm","1706781271","1554","68","34.45","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:54pm","1706781271","1554","","","Cash","BW BEVERAGES","BOTTLED WATER","","","1","15","15","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:49pm","1706780997","1553","87","56.55","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:49pm","1706780997","1553","","","Cash","BW DELICACIES","HOPIA PASTILLAS","","","1","34","34","0","22.1","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:49pm","1706780975","1552","319","207.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 7R","","","1","319","319","0","207.35","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:49pm","1706780975","1552","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:30pm","1706779858","1551","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:28pm","1706779736","1550","42","39","Cash","BW PASTRIES","BUTTER MACAROONS","","","2","30","42","0","19.5","","","1 day","30","18","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:28pm","1706779717","1549","52","33.8","Cash","BW LOAVES","LOAF | MONGO","","","1","52","52","0","33.8","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778899","1548","127","18.2","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778899","1548","","","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778882","1547","53","34.45","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778873","1546","529","343.85","Cash","BW CHILLED CAKES","DOUBLE CHOCO 8x11","","","1","529","529","0","343.85","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778873","1546","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:14pm","1706778847","1545","52","33.8","Cash","BW LOAVES","LOAF | MONGO","","","1","52","52","0","33.8","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778839","1544","359","169","Cash","BW PASTRIES","EGG PIE","","","6","28","168","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778839","1544","","","Cash","BW DELICACIES","HOPIA MONGO","","","2","46","92","0","29.9","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778839","1544","","","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778805","1543","15","0","Cash","BW BEVERAGES","BOTTLED WATER","","","1","15","15","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778797","1542","60.3","18.2","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778797","1542","","","Cash","BW BREADS","GOLDEN CUP MINI","","","1","19","13.3","0","0","","","1 day","30","5.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","5:13pm","1706778797","1542","","","Cash","BW BREADS","GOLDEN CUP MINI","","","1","19","19","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:57pm","1706777827","1541","138.6","117.65","Credit","BW PASTRIES","BUTTER MACAROONS","","","3","30","63","0","19.5","","","1 day","30","27","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:57pm","1706777827","1541","","","Credit","BW PASTRIES","CHOCO MARBLE MAMON","","","1","29","20.3","0","18.2","","","1 day","30","8.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:57pm","1706777827","1541","","","Credit","BW BREADS","CHEESY ENSAYMADA","","","1","36","25.2","0","17.55","","","1 day","30","10.8","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:57pm","1706777827","1541","","","Credit","BW BREADS","UBE ENSAYMADA","","","1","43","30.1","0","23.4","","","1 day Representation c/o Doc Lexie atd#:40482","30","12.9","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:51pm","1706777492","1540","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.53488372093023","25","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:51pm","1706777467","1539","234","0","Cash","BW PROMOS","JUMBO LOAF BUNDLE","","","1","158","139","0","0","","","Promo","12.025316455696203","19","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:51pm","1706777467","1539","","","Cash","BW SPREADS","LC PLAIN | SACHET 220ML","","","1","95","95","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:50pm","1706777439","1538","449","291.85","Cash","BW CHILLED CAKES","SANS-RIVAL CAKE | 8R","","","1","449","449","0","291.85","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:50pm","1706777439","1538","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:04pm","1706774691","1537","60","39","Cash","BW LOAVES","LOAF | UBE","","","1","60","60","0","39","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:04pm","1706774669","1536","136.3","44.85","Cash","BW PROMOS","TRIO EGG PIE","","","1","93","88","0","0","","","Promo","5.376344086021505","5","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:04pm","1706774669","1536","","","Cash","BW PASTRIES","BUTTER MACAROONS","","","1","30","21","0","19.5","","","1day before","30","9","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:04pm","1706774669","1536","","","Cash","BW DELICACIES","HOPIA HAPON","","","1","39","27.3","0","25.35","","","1day before","30","11.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:03pm","1706774587","1535","319","207.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 7R","","","1","319","319","0","207.35","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","4:03pm","1706774587","1535","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","3:24pm","1706772281","1534","53","34.45","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","3:24pm","1706772262","1533","405.3","376.35","Cash","BW CHILLED CAKES","SINFUL CAKE | 6R","","","1","579","405.3","0","376.35","","","1day before","30","173.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","3:24pm","1706772262","1533","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:57pm","1706770636","1532","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:31pm","1706769106","1531","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:31pm","1706769092","1530","274.3","252.85","Cash","BW CHILLED CAKES","4 in 1 ROLL CAKE","","","1","389","272.3","0","252.85","","","1 day","30","116.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:31pm","1706769092","1530","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","2","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:26pm","1706768762","1529","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:18pm","1706768302","1528","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo 2sets","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:18pm","1706768285","1527","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Trio raisin promo","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:17pm","1706768268","1526","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","2:06pm","1706767595","1525","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:45pm","1706766312","1524","152","34.45","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:45pm","1706766312","1524","","","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:42pm","1706766161","1523","52","33.8","Cash","BW LOAVES","LOAF | MONGO","","","1","52","52","0","33.8","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:32pm","1706765531","1522","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:16pm","1706764600","1521","55","35.75","Cash","BW LOAVES","LOAF | WHOLE WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","1:16pm","1706764590","1520","21","19.5","Cash","BW PASTRIES","BUTTER MACAROONS","","","1","30","21","0","19.5","","","1day before","30","9","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:29pm","1706761786","1519","166","107.9","Cash","BW PASTRIES","CHOCO FUDGE","","","1","35","35","0","22.75","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:29pm","1706761786","1519","","","Cash","BW PASTRIES","ORIGINAL BROWNIES","","","3","26","78","0","16.9","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:29pm","1706761786","1519","","","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:05pm","1706760323","1518","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:02pm","1706760143","1517","119","0","Cash","BW CHILLED CAKES","CUSTARD CAKE","","","1","119","119","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","12:02pm","1706760135","1516","119","0","Cash","BW CHILLED CAKES","CUSTARD CAKE","","","1","119","119","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:53am","1706759622","1515","15","0","Cash","BW BEVERAGES","BOTTLED WATER","","","1","15","15","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:52am","1706759531","1514","20","0","Cash","BW BEVERAGES","COKE MISMO","","","1","20","20","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:52am","1706759523","1513","459","298.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 8x11","","","1","459","459","0","298.35","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:52am","1706759523","1513","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:51am","1706759504","1512","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:39am","1706758754","1511","55","35.75","Cash","BW LOAVES","LOAF | WHOLE WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:39am","1706758745","1510","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:31am","1706758295","1509","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.53488372093023","25","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:28am","1706758110","1508","112","72.8","Cash","BW PASTRIES","EGG PIE","","","4","28","112","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:26am","1706757969","1507","483","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:26am","1706757969","1507","","","Cash","BW SPREADS","LC PLAIN | SACHET 220ML","","","3","95","285","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","11:11am","1706757060","1506","436","0","Grab","BW Delivery","DOUBLE CHOCO | 7R","","","1","436","436","0","0","","","Grab GF-452","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:55am","1706756107","1505","27.3","25.35","Cash","BW DELICACIES","HOPIA HAPON","","","1","39","27.3","0","25.35","","","1 day","30","11.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:54am","1706756093","1504","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:49am","1706755778","1503","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo trio raisin","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:31am","1706754672","1502","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:29am","1706754547","1501","160","29.9","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:29am","1706754547","1501","","","Cash","BW DELICACIES","HOPIA MONGO","","","1","46","46","0","29.9","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:29am","1706754547","1501","","","Cash","BW BEVERAGES","BOTTLED WATER","","","1","15","15","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:26am","1706754381","1500","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:22am","1706754145","1499","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","10:05am","1706753127","1498","140","113.75","Cash","BW PASALUBONG","TOASTED BREAD","","","5","35","140","0","22.75","","","Promo","20","35","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","9:55am","1706752552","1497","55","35.75","Cash","BW LOAVES","LOAF | WHOLE WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","9:15am","1706750138","1496","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","9:07am","1706749637","1495","139.65","95.55","Cash","BW CHILLED CAKES","CREAMY YEMA CAKE","","","1","147","139.65","0","95.55","","","Senior,Rebecca Dizon Buan SC#:2980397-R","5","7.35","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","8:51am","1706748700","1494","13.3","12.35","Cash","BW PASTRIES","YEMA CAKE","","","1","19","13.3","0","12.35","","","1day","30","5.7","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","8:13am","1706746405","1493","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Trio ube promo","14.53488372093023","25","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","7:33am","1706744037","1492","24.5","16.25","Cash","BW BREADS","PANDESAL | PLAIN","","","1","35","24.5","0","16.25","","","1 day","30","10.5","","0","0","","0","Irene","","","","","",""
"1 Feb 2024","6:44am","1706741040","1491","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:36pm","1706697375","1490","70","45.5","Cash","BW PASTRIES","BANANA SLICE","","","1","17","17","0","11.05","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:36pm","1706697375","1490","","","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:35pm","1706697344","1489","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:23pm","1706696636","1488","488","252.85","Cash","BW CHILLED CAKES","HEAVENLY CARAMEL | 7R","","","1","389","389","0","252.85","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:23pm","1706696636","1488","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:23pm","1706696636","1488","","","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:23pm","1706696605","1487","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:23pm","1706696589","1486","20","0","Cash","BW BEVERAGES","COKE MISMO","","","1","20","20","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:16pm","1706696203","1485","28","22.75","Cash","BW PASALUBONG","TOASTED BREAD","","","1","35","28","0","22.75","","","Promo","20","7","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:16pm","1706696182","1484","144","87.1","Cash","BW BREADS","PANDESAL | PLAIN","","","1","35","35","0","16.25","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:16pm","1706696182","1484","","","Cash","BW PASTRIES","SPECIAL MAMON","","","2","25","50","0","16.25","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:16pm","1706696182","1484","","","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:16pm","1706696182","1484","","","Cash","BW PASTRIES","UBE EGG PIE","","","1","31","31","0","20.15","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:15pm","1706696147","1483","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:15pm","1706696129","1482","128","83.2","Cash","BW LOAVES","LOAF | UBE","","","1","60","60","0","39","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:15pm","1706696129","1482","","","Cash","BW DELICACIES","HOPIA PASTILLAS","","","2","34","68","0","22.1","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:14pm","1706696088","1481","187","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:14pm","1706696088","1481","","","Cash","BW SPREADS","CHIZ WHIZ | SACHET","","","1","88","88","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:14pm","1706696071","1480","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:14pm","1706696056","1479","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:14pm","1706696042","1478","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.765100671140937","22","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:13pm","1706696005","1477","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:13pm","1706695980","1476","79","39","Cash","BW LOAVES","LOAF | JUMBO","JUMBO PROMO","","1","79","79","0","39","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:12pm","1706695969","1475","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:12pm","1706695958","1474","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:12pm","1706695947","1473","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:12pm","1706695934","1472","359","233.35","Cash","BW CHILLED CAKES","LEMON CREAM | 7R","","","1","359","359","0","233.35","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:12pm","1706695934","1472","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:11pm","1706695913","1471","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:11pm","1706695901","1470","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.53488372093023","25","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:11pm","1706695885","1469","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","6:10pm","1706695847","1468","84","54.599999999999994","Cash","BW PASTRIES","EGG PIE","","","3","28","84","0","18.2","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:19pm","1706689197","1467","432","211.9","Cash","BW PASALUBONG","TOASTED BREAD","","","2","35","56","0","22.75","","","Promo","20","14","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:19pm","1706689197","1467","","","Cash","BW LOAVES","LOAF | MONGO","","","1","52","52","0","33.8","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:19pm","1706689197","1467","","","Cash","BW LOAVES","LOAF | UBE","","","1","60","60","0","39","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:19pm","1706689197","1467","","","Cash","BW BREADS","PANDESAL | UBE CHEESE","","","2","109","218","0","31.85","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:19pm","1706689197","1467","","","Cash","BW DELICACIES","HOPIA RED MONGO","","","1","46","46","0","29.9","","","","","0","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:08pm","1706688528","1466","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","4:01pm","1706688111","1465","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo","23.846153846153847","62","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","3:52pm","1706687559","1464","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","","14.53488372093023","25","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","3:32pm","1706686350","1463","56","45.5","Cash","BW PASALUBONG","TOASTED BREAD","","","2","35","56","0","22.75","","","","20","14","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","3:08pm","1706684931","1462","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Irene","","","","","",""
"31 Jan 2024","3:01pm","1706684516","1461","46","29.9","Cash","BW DELICACIES","HOPIA MONGO","","","1","46","46","0","29.9","","","","","0","","0","0","","0","Irene","","","","","",""
